,chembl_id,entity_id,pref_name,canonical_smiles,indication_name
3600,CHEMBL3545062,1926911,VELPATASVIR,COC[C@H]1C[C@@H](c2nc(-c3ccc4c(c3)COc3cc5c(ccc6nc([C@@H]7CC[C@H](C)N7C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]c65)cc3-4)c[nH]2)N(C(=O)[C@H](NC(=O)OC)c2ccccc2)C1,"A list of medical conditions: chronic hepatitis C virus infection, hepatitis C virus infection"
3601,CHEMBL3545063,1926912,OSIMERTINIB MESYLATE,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C.CS(=O)(=O)O,"A list of medical conditions: lung cancer, non-small cell lung carcinoma"
3602,CHEMBL3545064,1926913,TALABOSTAT MESYLATE,CC(C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O.CS(=O)(=O)O,A list of medical conditions: chronic lymphocytic leukemia
3603,CHEMBL3545065,1926914,VEROSUDIL,CN(C)C(C(=O)Nc1ccc2c(=O)[nH]ccc2c1)c1ccsc1,"A list of medical conditions: glaucoma, ocular hypertension"
3604,CHEMBL3545066,1926915,OCTREOTIDE HYDROCHLORIDE,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccccc2)CSSC[C@@H](C(=O)N[C@H](CO)[C@@H](C)O)NC1=O.Cl.Cl,"A list of medical conditions: acromegaly, digestive system neuroendocrine neoplasm"
3605,CHEMBL3545068,1926917,COPANLISIB HYDROCHLORIDE,COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21.Cl.Cl,"A list of medical conditions: breast carcinoma, diffuse large B-cell lymphoma, follicular lymphoma, Hodgkins lymphoma, Mantle cell lymphoma, multiple myeloma, mycosis fungoides, neoplasm, neoplasm of mature B-cells"
3606,CHEMBL3545076,1926925,LY-2584702,Cn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc3[nH]ncc23)CC1,"A list of medical conditions: cancer, metastasis, neuroendocrine neoplasm, non-small cell lung carcinoma, renal cell carcinoma"
3607,CHEMBL3545083,1926932,RGB-286638,COCCN1CCN(Cc2ccc(-c3n[nH]c4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)cc2)CC1,A list of medical conditions: lymphoid neoplasm
3608,CHEMBL3545085,1926934,XL-228,CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,"A list of medical conditions: acute lymphoblastic leukemia, cancer, chronic myelogenous leukemia, lymphoma"
3609,CHEMBL3545096,1926945,BGT-226,COc1ccc(-c2ccc3ncc4c(c3c2)n(-c2ccc(N3CCNCC3)c(C(F)(F)F)c2)c(=O)n4C)cn1.O=C(O)/C=C\C(=O)O,"A list of medical conditions: breast cancer, cancer, Cowden disease"
3610,CHEMBL3545097,1926946,SAPANISERTIB,CC(C)n1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc21,"A list of medical conditions: breast cancer, breast neoplasm, cancer, endometrial neoplasm, endometrioid carcinoma, Fallopian Tube Carcinoma, glioblastoma multiforme, gliosarcoma, hepatocellular carcinoma, lymphoma, Merkel cell skin cancer, multiple myeloma, neoplasm, non-small cell lung carcinoma, ovarian serous cystadenocarcinoma, pancreatic endocrine carcinoma"
3611,CHEMBL3545108,1926957,AZD9056,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CCCNCCCO)ccc1Cl,A list of medical conditions: rheumatoid arthritis
3612,CHEMBL3545110,1926959,RIBOCICLIB,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,"A list of medical conditions: acute lymphoblastic leukemia, anaplastic astrocytoma, breast cancer, breast carcinoma, breast neoplasm, cancer, carcinoma, dedifferentiated liposarcoma, diffuse intrinsic pontine glioma, fallopian tube cancer, Fallopian Tube Carcinoma, glioblastoma multiforme, head and neck squamous cell carcinoma, hepatocellular carcinoma, kidney disease, liposarcoma"
3613,CHEMBL3545122,1926971,DOLCANATIDE,CC(C)C[C@@H]1NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](N)CC(N)=O)CSSC[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@@H](N)CC(N)=O)C(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N[C@H](C(=O)N[C@H](CC(C)C)C(=O)O)CSSC[C@@H](C(=O)N[C@H](C(=O)O)C(C)C)NC1=O,"A list of medical conditions: colorectal carcinoma, Constipation"
3614,CHEMBL3545123,1926972,PIBRENTASVIR,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2cc([C@H]3CC[C@H](c4cc5nc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)[nH]c5cc4F)N3c3cc(F)c(N4CCC(c5ccc(F)cc5)CC4)c(F)c3)c(F)cc2[nH]1)[C@@H](C)OC,"A list of medical conditions: chronic hepatitis C virus infection, chronic kidney disease, hepatitis C virus infection, kidney disease, liver disease"
3615,CHEMBL3545125,1926974,MIROGABALIN,CCC1=C[C@@H]2[C@H](C1)C[C@]2(CN)CC(=O)O,"A list of medical conditions: diabetic neuropathy, Fever, fibromyalgia, neuropathic pain, pain, postherpetic neuralgia"
3616,CHEMBL3545137,1926986,PF-00477736,Cn1cc(C2=Nc3cc(NC(=O)C(N)C4CCCCC4)cc4c3C2=CNNC4=O)cn1,A list of medical conditions: neoplasm
3617,CHEMBL3545154,1927003,POZIOTINIB,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)CC1,"A list of medical conditions: breast cancer, cancer, esophageal squamous cell carcinoma, gastric cancer, lung adenocarcinoma, neoplasm, non-small cell lung carcinoma, upper aerodigestive tract neoplasm"
3618,CHEMBL3545155,1927004,JI-101,COc1ccc(Br)cc1NC(=O)Nc1cccc2c1ccn2Cc1ccnc(N)c1,"A list of medical conditions: malignant colon neoplasm, neoplasm, ovarian cancer"
3619,CHEMBL3545157,1927006,TIDEGLUSIB,O=c1sn(-c2cccc3ccccc23)c(=O)n1Cc1ccccc1,"A list of medical conditions: Alzheimer disease, amyotrophic lateral sclerosis, autism spectrum disorder, myotonic dystrophy, Steinert myotonic dystrophy"
3620,CHEMBL3545164,1927013,AZD2066,C[C@@H](Oc1nnc(-c2ccncc2)n1C)c1cc(-c2cccc(Cl)c2)on1,"A list of medical conditions: Chronic pain, diabetic neuropathy, gastroesophageal reflux disease, major depressive disorder, neuropathic pain, pain"
3621,CHEMBL3545165,1927014,AFACIFENACIN,O=C1Nc2ccccc2C(c2ccccc2)N1C1CCN(Cc2cccc(OC(F)(F)F)c2)CC1,A list of medical conditions: overactive bladder
3622,CHEMBL3545166,1927015,DRINABANT,CS(=O)(=O)N(c1cc(F)cc(F)c1)C1CN(C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)C1,"A list of medical conditions: Alzheimer disease, schizophrenia"
3623,CHEMBL3545169,1927018,AZD1305,CC(C)(C)OC(=O)NCCN1CC2CN(CCOc3ccc(C#N)cc3F)CC(C1)O2,"A list of medical conditions: atrial fibrillation, atrial flutter"
3624,CHEMBL3545181,1927030,TIOTROPIUM BROMIDE,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12.O.[Br-],"A list of medical conditions: Airway obstruction, asthma, asthma, Bronchospasm, chronic bronchitis, chronic obstructive pulmonary disease, cystic fibrosis, emphysema, neoplasm, Renal insufficiency, Spinal cord injury"
3625,CHEMBL3545184,1927033,VELCALCETIDE,CC(=O)N[C@H](CSSC[C@H](N)C(=O)O)C(=O)N[C@H](C)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](C)C(=O)N[C@H](CCCNC(=N)N)C(N)=O,"A list of medical conditions: chronic kidney disease, parathyroid disease, secondary hyperparathyroidism"
3626,CHEMBL3545185,1927034,SELINEXOR,O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1,"A list of medical conditions: acute leukemia of ambiguous lineage, acute lymphoblastic leukemia, acute myeloid leukemia, AL amyloidosis, alveolar soft part sarcoma, breast cancer, breast carcinoma, cancer, chronic myelogenous leukemia, colorectal neoplasm, COVID-19, cutaneous melanoma, dedifferentiated liposarcoma, diabetic foot, diffuse large B-cell lymphoma, endometrial cancer"
3627,CHEMBL3545186,1927035,FONADELPAR,Cc1cc2c(CCc3sc(-c4ccc(C(F)(F)F)cc4)nc3C(C)C)noc2cc1OCC(=O)O,A list of medical conditions: dry eye syndrome
3628,CHEMBL3545188,1927037,PASIREOTIDE PAMOATE,NCCCC[C@@H]1NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2C[C@H](OC(=O)NCCN)CN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(OCc3ccccc3)cc2)NC1=O.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,A list of medical conditions: acromegaly
3629,CHEMBL3545210,1927059,SR16234,CCN(CC)Cc1ccc(OCC[C@H]2CCC3C4C(CC[C@@]32C)c2ccc(O)cc2C[C@H]4C)c(OC)c1.O=C(O)CC(O)(CC(=O)O)C(=O)O,A list of medical conditions: breast cancer
3630,CHEMBL3545213,1927062,BENTAMAPIMOD,N#CC(c1ccnc(OCc2ccc(CN3CCOCC3)cc2)n1)c1nc2ccccc2s1,A list of medical conditions: endometriosis
3631,CHEMBL3545215,1927064,BMS-911543,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3cc(C)n(C)n3)nc21,A list of medical conditions: cancer
3632,CHEMBL3545224,1927073,BURIXAFOR,Nc1cc(N2CCN(CCP(=O)(O)O)CC2)nc(NCC2CCC(CNCCCNC3CCCCC3)CC2)n1,"A list of medical conditions: Hodgkins lymphoma, multiple myeloma, non-Hodgkins lymphoma, prostate cancer"
3633,CHEMBL3545231,1927080,ABT-126,c1ccc(-c2nnc(O[C@@H]3C4CC5C[C@H]3CN(C5)C4)s2)cc1,"A list of medical conditions: Alzheimer disease, schizophrenia"
3634,CHEMBL3545232,1927081,AQW051,Cc1ccc(-c2ccc(OC3CN4CCC3CC4)cn2)cc1,"A list of medical conditions: Alzheimer disease, Cognitive impairment, schizophrenia"
3635,CHEMBL3545233,1927082,PAVINETANT,CC[C@H](NC(=O)c1c(NS(C)(=O)=O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,"A list of medical conditions: Flushing, polycystic ovary syndrome, schizophrenia"
3636,CHEMBL3545235,1927084,SIMOTINIB,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CC2(CC2)C2(C1)OCCO2,A list of medical conditions: non-small cell lung carcinoma
3637,CHEMBL3545237,1927086,HE3235,C#C[C@]1(O)CCC2C3CCC4CC(O)CC[C@]4(C)C3CC[C@@]21C,A list of medical conditions: prostate cancer
3638,CHEMBL3545241,1927090,AC-430,Cc1cc(Nc2nc(C(O)c3ccc(F)cc3)nc3ccccc23)n[nH]1,A list of medical conditions: rheumatoid arthritis
3639,CHEMBL3545252,1927101,DOCETAXEL,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C.O.O.O,"A list of medical conditions: adenocarcinoma, allergic disease, anal carcinoma, Anorexia, biliary tract cancer, biliary tract neoplasm, breast cancer, breast carcinoma, breast ductal carcinoma in situ, breast neoplasm, Cachexia, cancer, carcinoma, cervical adenocarcinoma, cervical cancer, Chemotherapy-induced nausea and vomiting"
3640,CHEMBL3545253,1927102,FLORTAUCIPIR F 18,[18F]c1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1,"A list of medical conditions: Alzheimer disease, Cognitive impairment, neurodegenerative disease"
3641,CHEMBL3545254,1927103,OLESOXIME,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=NO)CC[C@]4(C)[C@H]3CC[C@]12C,"A list of medical conditions: amyotrophic lateral sclerosis, non-alcoholic fatty liver disease, peripheral neuropathy, relapsing-remitting multiple sclerosis, spinal muscular atrophy"
3642,CHEMBL3545278,1927127,ATX08-001,CCCCCS(=O)(=O)NC(=O)c1ccc2nc(C)n(Cc3ccc(Cl)cc3Cl)c2c1,"A list of medical conditions: diabetes mellitus, postherpetic neuralgia"
3643,CHEMBL3545280,1927129,EFATUTAZONE,Cc1cc(Oc2ccc3nc(COc4ccc(CC5SC(=O)NC5=O)cc4)n(C)c3c2)cc(C)c1N,"A list of medical conditions: cancer, colorectal adenocarcinoma, colorectal carcinoma, liposarcoma, multiple myeloma, neoplasm, non-small cell lung carcinoma, thyroid cancer"
3644,CHEMBL3545291,1927140,JNJ-39393406,CN(C)C(=O)CCn1nc(Nc2ccc3c(c2)OC(F)(F)O3)nc1-c1ccncc1,"A list of medical conditions: depressive disorder, schizophrenia, smoking cessation"
3645,CHEMBL3545303,1927152,TOTROMBOPAG,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(-c3nnn[nH]3)c2)c1O,A list of medical conditions: autoimmune thrombocytopenic purpura
3646,CHEMBL3545305,1927154,CIBINETIDE,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)O,A list of medical conditions: depressive disorder
3647,CHEMBL3545307,1927156,MERESTINIB,Cc1ccc(C(=O)Nc2ccc(Oc3cc4cnn(C)c4cc3-c3cn[nH]c3)c(F)c2)c(=O)n1-c1ccc(F)cc1,"A list of medical conditions: biliary tract cancer, breast cancer, cancer, colorectal carcinoma, cutaneous melanoma, Mantle cell lymphoma, non-small cell lung carcinoma, pancreatic carcinoma"
3648,CHEMBL3545308,1927157,ROCILETINIB,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,"A list of medical conditions: neoplasm, non-small cell lung carcinoma"
3649,CHEMBL3545309,1927158,LEFAMULIN ACETATE,C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2CC[C@@H](N)C[C@H]2O)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O.CC(=O)O,A list of medical conditions: bacterial pneumonia
3650,CHEMBL3545311,1927160,BRIGATINIB,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,"A list of medical conditions: anaplastic large cell lymphoma, neoplasm, non-small cell lung carcinoma"
3651,CHEMBL3545312,1927161,RAVIDASVIR HYDROCHLORIDE,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc3cc(-c4ccc5[nH]c([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)ccc3c2)c[nH]1)C(C)C.Cl.Cl,A list of medical conditions: chronic hepatitis C virus infection
3652,CHEMBL3545313,1927162,BEMPEDOIC ACID,CC(C)(CCCCCC(O)CCCCCC(C)(C)C(=O)O)C(=O)O,"A list of medical conditions: atherosclerosis, cardiovascular disease, coronary artery disease, Disorder of lipid metabolism, familial hypercholesterolemia, Hypercholesterolemia, hyperlipidemia, type 2 diabetes mellitus"
3653,CHEMBL3545314,1927163,DUSQUETIDE,CC[C@H](C)[C@H](NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(N)=O)C(C)C,A list of medical conditions: oral mucositis
3654,CHEMBL3545328,1927177,XL-019,O=C(Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1)C1CCCN1,"A list of medical conditions: essential thrombocythemia, myelofibrosis, polycythemia vera"
3655,CHEMBL3545330,1927179,MSX-122,c1cnc(NCc2ccc(CNc3ncccn3)cc2)nc1,A list of medical conditions: neoplasm
3656,CHEMBL3545333,1927182,MK-0773,CN1C(=O)C(F)=C[C@]2(C)C3CC[C@@]4(C)C(CC[C@@H]4C(=O)NCc4nc5ncccc5[nH]4)C3CCC12,A list of medical conditions: sarcopenia
3657,CHEMBL3545341,1927190,SAR-407899,Cl.O=c1[nH]ccc2cc(OC3CCNCC3)ccc12,"A list of medical conditions: chronic kidney disease, coronary artery disease, erectile dysfunction"
3658,CHEMBL3545347,1927196,TXA127,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(=O)O)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)O,"A list of medical conditions: aging, cancer, COVID-19, heart failure, HIV infection, hypertension, myelodysplastic syndrome, neoplasm, obesity, peripheral arterial disease, respiratory failure"
3659,CHEMBL3545350,1927199,EVT-101,Cc1nccn1Cc1cc(-c2ccc(F)c(C(F)F)c2)cnn1,A list of medical conditions: depressive disorder
3660,CHEMBL3545351,1927200,AV-101,Nc1cc(Cl)ccc1C(=O)CC(N)C(=O)O,"A list of medical conditions: depressive disorder, major depressive disorder, neuropathic pain, pulmonary arterial hypertension"
3661,CHEMBL3545360,1927209,ASP-3026,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncnc(Nc2ccccc2S(=O)(=O)C(C)C)n1,"A list of medical conditions: cancer, neoplasm, neoplasm of mature B-cells"
3662,CHEMBL3545363,1927212,GLECAPREVIR,CC(C)(C)[C@@H]1NC(=O)O[C@@H]2CCC[C@H]2OC/C=C/C(F)(F)c2nc3ccccc3nc2O[C@@H]2C[C@@H](C(=O)N[C@]3(C(=O)NS(=O)(=O)C4(C)CC4)C[C@H]3C(F)F)N(C2)C1=O,"A list of medical conditions: chronic hepatitis C virus infection, chronic kidney disease, hepatitis C virus infection, kidney disease, liver disease"
3663,CHEMBL3545365,1927214,ALTIRATINIB,O=C(Nc1cc(Oc2cc(F)c(NC(=O)C3(C(=O)Nc4ccc(F)cc4)CC3)cc2F)ccn1)C1CC1,A list of medical conditions: cancer
3664,CHEMBL3545366,1927215,VOXTALISIB,CCn1c(=O)c(-c2cc[nH]n2)cc2c(C)nc(N)nc21,"A list of medical conditions: breast cancer, cancer, chronic lymphocytic leukemia, colorectal carcinoma, glioblastoma multiforme, lymphoma, Mantle cell lymphoma, melanoma, mixed glioma, neoplasm, non-small cell lung carcinoma, ovarian cancer"
3665,CHEMBL3545367,1927216,LEMBOREXANT,Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1,"A list of medical conditions: alcohol dependence, circadian rhythm sleep disorder, insomnia, kidney disease, liver disease, obstructive sleep apnea, Sleep Disorder"
3666,CHEMBL3545368,1927217,PANOBINOSTAT LACTATE,CC(O)C(=O)O.Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,A list of medical conditions: multiple myeloma
3667,CHEMBL3545369,1927218,EPACADOSTAT,NS(=O)(=O)NCCNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,"A list of medical conditions: acute myeloid leukemia, cutaneous melanoma, endometrial cancer, endometrial carcinoma, fallopian tube cancer, Fallopian Tube Carcinoma, gastrointestinal stromal tumor, glioblastoma multiforme, head and neck malignant neoplasia, head and neck squamous cell carcinoma, hematopoietic and lymphoid cell neoplasm, Hereditary breast and ovarian cancer syndrome, lung cancer, lymphoma, melanoma, metastatic prostate cancer"
3668,CHEMBL3545376,1927225,ERDAFITINIB,COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,"A list of medical conditions: bladder tumor, breast cancer, cancer, hepatocellular carcinoma, liver disease, lymphoma, metastatic prostate cancer, multiple myeloma, neoplasm, non-small cell lung carcinoma, prostate adenocarcinoma, squamous cell lung carcinoma, urinary bladder cancer, urogenital neoplasm, urothelial carcinoma, urothelial carcinoma"
3669,CHEMBL3545378,1927227,MK-6592,Cc1cc(Nc2cc(N3CC(F)(C4CC4)C3)nc(O[C@H]3CCN(C(=O)c4cc(Cl)ccc4F)C3)n2)n[nH]1,A list of medical conditions: neoplasm
3670,CHEMBL3545391,1927240,ORG-34517,CC#C[C@]1(O)CCC2C3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc4c(c3)OCO4)C[C@@]21C,"A list of medical conditions: alcohol dependence, depressive disorder, major depressive disorder"
3671,CHEMBL3545396,1927245,BMS-690514,COc1cccc(Nc2ncnn3ccc(CN4CC[C@@H](N)[C@H](O)C4)c23)c1,"A list of medical conditions: breast cancer, cancer, non-small cell lung carcinoma"
3672,CHEMBL3545403,1927252,BMS-833923,CNCc1ccc(C)c(NC(=O)c2ccc(Nc3nc(-c4ccccc4)c4ccccc4n3)cc2)c1,"A list of medical conditions: basal cell carcinoma, cancer, esophageal carcinoma, leukemia, nevoid basal cell carcinoma syndrome, small cell lung carcinoma, stomach neoplasm"
3673,CHEMBL3545407,1927256,TRABODENOSON,O=[N+]([O-])OC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@H](O)[C@@H]1O,"A list of medical conditions: ocular hypertension, open-angle glaucoma"
3674,CHEMBL354541,282991,LOMITAPIDE,O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,"A list of medical conditions: cardiovascular disease, familial hypercholesterolemia, homozygous familial hypercholesterolemia"
3675,CHEMBL3545413,1927262,FLUMATINIB,Cc1ncc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1,"A list of medical conditions: acute lymphoblastic leukemia, chronic myelogenous leukemia"
3676,CHEMBL3545414,1927263,RIVOCERANIB MESYLATE,CS(=O)(=O)O.N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1,"A list of medical conditions: adenoid cystic carcinoma, Ascites, biliary tract cancer, biliary tract neoplasm, breast cancer, breast neoplasm, cancer, carcinoma, cervical cancer, cervical carcinoma, cholangiocarcinoma, colorectal adenocarcinoma, colorectal cancer, colorectal carcinoma, colorectal neoplasm, differentiated thyroid carcinoma"
3677,CHEMBL3545420,1927269,AG-24322,CCNCc1cncc(-c2ccc3c(c2)/C(=C2/N=c4cc(F)cc(F)c4=N2)NN3)c1C,A list of medical conditions: non-Hodgkins lymphoma
3678,CHEMBL3545423,1927272,AZD-1208,NC1CCCN(c2c(/C=C3/SC(=O)NC3=O)cccc2-c2ccccc2)C1,"A list of medical conditions: acute myeloid leukemia, cancer, lymphoma"
3679,CHEMBL3545432,1927281,IXAZOMIB CITRATE,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B1OC(=O)C(CC(=O)O)(CC(=O)O)O1,"A list of medical conditions: acute lymphoblastic leukemia, acute myeloid leukemia, AL amyloidosis, breast cancer, cancer, glioblastoma multiforme, Kaposi's sarcoma, lymphoblastic lymphoma, lymphoma, Mantle cell lymphoma, multiple myeloma, neoplasm, plasma cell leukemia, plasmacytoma, Waldenstrom macroglobulinemia"
3680,CHEMBL3546271,1928117,FLORTAUCIPIR,Fc1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1,A list of medical conditions: Alzheimer disease
3681,CHEMBL3549142,1930988,EPETRABOROLE,NC[C@H]1OB(O)c2c(OCCCO)cccc21,"A list of medical conditions: infection, lung disease, Renal insufficiency"
3682,CHEMBL35505,50889,DIHYDRALAZINE,N/N=c1\[nH][nH]/c(=N\N)c2ccccc12,"A list of medical conditions: aortic stenosis, hypertension"
3683,CHEMBL355200,283293,ENILURACIL,C#Cc1c[nH]c(=O)[nH]c1=O,"A list of medical conditions: breast cancer, cancer, colorectal adenocarcinoma, colorectal carcinoma, head and neck malignant neoplasia, lymphoma, malignant colon neoplasm, rectum cancer"
3684,CHEMBL3561076,1942827,TRIMETAZIDINE DIHYDROCHLORIDE,COc1ccc(CN2CCNCC2)c(OC)c1OC.Cl.Cl,"A list of medical conditions: amyotrophic lateral sclerosis, hepatocellular carcinoma"
3685,CHEMBL356359,238731,PIBOSEROD,CCCCN1CCC(CNC(=O)c2c3n(c4ccccc24)CCCO3)CC1,"A list of medical conditions: atrial fibrillation, congestive heart failure"
3686,CHEMBL356388,252174,ETAZOLATE,CCOC(=O)c1cnc2c(cnn2CC)c1NN=C(C)C,A list of medical conditions: Alzheimer disease
3687,CHEMBL3578202,1946519,GOZETOTIDE,O=C(O)CCc1ccc(O)c(CN(CCN(CC(=O)O)Cc2cc(CCC(=O)NCCCCCC(=O)NCCCC[C@H](NC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)ccc2O)CC(=O)O)c1,A list of medical conditions: hepatocellular carcinoma
3688,CHEMBL357995,255377,BOPINDOLOL,Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1,A list of medical conditions: cardiovascular disease
3689,CHEMBL358040,253572,NORFENEFRINE,NCC(O)c1cccc(O)c1,A list of medical conditions: cardiovascular disease
3690,CHEMBL358150,255910,ETOFIBRATE,CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCOC(=O)c1cccnc1,A list of medical conditions: cardiovascular disease
3691,CHEMBL3581647,1947706,BIRABRESIB,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)Nc1ccc(O)cc1)c1nnc(C)n1-2,"A list of medical conditions: acute myeloid leukemia, breast cancer, diffuse large B-cell lymphoma, glioblastoma multiforme, non-small cell lung carcinoma, pancreatic ductal adenocarcinoma, prostate cancer"
3692,CHEMBL3581693,1947752,BRILANESTRANT,CC/C(=C(/c1ccc(/C=C/C(=O)O)cc1)c1ccc2[nH]ncc2c1)c1ccc(F)cc1Cl,A list of medical conditions: breast cancer
3693,CHEMBL3585580,1948790,LOBEGLITAZONE,COc1ccc(Oc2cc(N(C)CCOc3ccc(CC4SC(=O)NC4=O)cc3)ncn2)cc1,"A list of medical conditions: diabetes mellitus, type 2 diabetes mellitus"
3694,CHEMBL3586404,1949623,ONATASERTIB,CO[C@H]1CC[C@H](N2C(=O)CNc3ncc(-c4ccc(C(C)(C)O)nc4)nc32)CC1,"A list of medical conditions: breast cancer, diffuse large B-cell lymphoma, glioblastoma multiforme, hepatocellular carcinoma, multiple myeloma, neoplasm, neuroendocrine neoplasm, non-small cell lung carcinoma"
3695,CHEMBL3586573,1949793,CC-115,CCN1C(=O)CNc2ncc(-c3ccc(-c4nc[nH]n4)nc3C)nc21,"A list of medical conditions: chronic lymphocytic leukemia, glioblastoma multiforme, head and neck squamous cell carcinoma, metastasis, osteosarcoma, prostate cancer"
